Customer.ID,Customer.Name,Segment
SH-203954,Shahid Hopkins,Consumer
JP-155204,Jeremy Pistek,Consumer
JP-155204,Jeremy Pistek,Consumer
SC-202604,Scott Cohen,Corporate
TS-212054,Thomas Seio,Corporate
DH-136754,Duane Huffman,Home Office
DH-136754,Duane Huffman,Home Office
SG-204704,Sheri Gordon,Consumer
AH-102104,Alan Hwang,Consumer
AJ-107954,Anthony Johnson,Corporate
JL-151754,James Lanier,Home Office
GA-145154,George Ashbrook,Consumer
GA-145154,George Ashbrook,Consumer
KB-165854,Ken Black,Corporate
PO-188504,Patrick O'Brill,Consumer
PO-188504,Patrick O'Brill,Consumer
LC-168704,Lena Cacioppo,Consumer
HA-149204,Helen Andreada,Consumer
DS-131804,David Smith,Corporate
DB-131204,David Bremer,Corporate
RH-195104,Rick Huthwaite,Home Office
HG-149654,Henry Goldwyn,Corporate
HG-149654,Henry Goldwyn,Corporate
AA-103154,Alex Avila,Consumer
TB-216254,Trudy Brown,Consumer
NB-186554,Nona Balk,Corporate
JM-161954,Justin MacKendrick,Consumer
AJ-109454,Ashley Jarboe,Consumer
AF-108704,Art Ferguson,Consumer
MT-178154,Meg Tillman,Consumer
AH-100304,Aaron Hawkins,Corporate
SC-207254,Steven Cartwright,Consumer
SC-207254,Steven Cartwright,Consumer
TS-211604,Theresa Swint,Corporate
DK-132254,Dean Katz,Corporate
DK-132254,Dean Katz,Corporate
DK-132254,Dean Katz,Corporate
EH-137654,Edward Hooks,Corporate
BT-116804,Brian Thompson,Consumer
BT-116804,Brian Thompson,Consumer
BT-116804,Brian Thompson,Consumer
SP-209204,Susan Pistek,Consumer
EB-139304,Eric Barreto,Consumer
PV-189854,Paul Van Hugh,Home Office
PV-189854,Paul Van Hugh,Home Office
RD-199004,Ruben Dartt,Consumer
RD-199004,Ruben Dartt,Consumer
AA-106454,Anna Andreadi,Consumer
AA-106454,Anna Andreadi,Consumer
RB-193604,Raymond Buch,Consumer
DL-134954,Dionis Lloyd,Corporate
BC-111254,Becky Castell,Home Office
RW-196304,Rob Williams,Corporate
PK-190754,Pete Kriz,Consumer
CV-128054,Cynthia Voltz,Corporate
SZ-200354,Sam Zeldin,Home Office
CC-124304,Chuck Clark,Home Office
GM-146954,Greg Maxwell,Corporate
JW-160754,Julia West,Consumer
BP-110954,Bart Pistole,Corporate
PC-187454,Pamela Coakley,Corporate
RO-197804,Rose O'Brian,Consumer
RR-193154,Ralph Ritter,Consumer
HJ-148754,Heather Jas,Home Office
MK-181604,Mike Kennedy,Consumer
DB-136154,Doug Bickford,Consumer
DB-136154,Doug Bickford,Consumer
SP-206204,Stefania Perrino,Corporate
CM-123854,Christopher Martinez,Consumer
LS-169454,Linda Southworth,Corporate
TM-210104,Tamara Manning,Consumer
CJ-120104,Caroline Jumper,Consumer
VG-217904,Vivek Gonzalez,Consumer
VG-217904,Vivek Gonzalez,Consumer
MM-179204,Michael Moore,Consumer
EH-141254,Eugene Hildebrand,Home Office
EH-141254,Eugene Hildebrand,Home Office
SH-199754,Sally Hughsby,Corporate
FC-142454,Frank Carlisle,Home Office
FC-142454,Frank Carlisle,Home Office
BS-113804,Bill Stewart,Corporate
MS-173654,Maribeth Schnelling,Consumer
JO-155504,Jesus Ocampo,Home Office
DJ-135104,Don Jones,Corporate
MK-181604,Mike Kennedy,Consumer
DK-129854,Darren Koutras,Consumer
MM-180554,Michelle Moray,Consumer
CS-121754,Charles Sheldon,Corporate
CS-121754,Charles Sheldon,Corporate
RB-197954,Ross Baird,Home Office
BC-111254,Becky Castell,Home Office
BC-111254,Becky Castell,Home Office
VF-217154,Vicky Freymann,Home Office
VF-217154,Vicky Freymann,Home Office
GH-144104,Gary Hansen,Home Office
KT-164804,Kean Thornton,Consumer
MH-176204,Matt Hagelstein,Corporate
EC-140504,Erin Creighton,Consumer
EM-139604,Eric Murdock,Consumer
BD-117254,Bruce Degenhardt,Consumer
JK-153704,Jay Kimmel,Consumer
JK-153704,Jay Kimmel,Consumer
JK-153704,Jay Kimmel,Consumer
JK-153704,Jay Kimmel,Consumer
NP-187004,Nora Preis,Consumer
NP-187004,Nora Preis,Consumer
LR-170354,Lisa Ryan,Corporate
LR-170354,Lisa Ryan,Corporate
MS-177704,Maxwell Schwartz,Consumer
PF-192254,Phillip Flathmann,Consumer
AG-103004,Aleksandra Gannaway,Corporate
CB-120254,Cassandra Brandow,Consumer
RD-194804,Rick Duston,Consumer
RD-194804,Rick Duston,Consumer
CY-127454,Craig Yedwab,Corporate
SH-199754,Sally Hughsby,Corporate
SH-199754,Sally Hughsby,Corporate
BS-117554,Bruce Stewart,Consumer
NK-184904,Neil Knudson,Home Office
RA-198854,Ruben Ausman,Corporate
FG-142604,Frank Gastineau,Home Office
HH-150104,Hilary Holden,Corporate
HH-150104,Hilary Holden,Corporate
JK-152054,Jamie Kunitz,Consumer
JK-152054,Jamie Kunitz,Consumer
JK-152054,Jamie Kunitz,Consumer
FM-142904,Frank Merwin,Home Office
PJ-188354,Patrick Jones,Corporate
PG-188204,Patrick Gardner,Consumer
BD-115004,Bradley Drucker,Consumer
TZ-215804,Tracy Zic,Consumer
VW-217754,Victoria Wilson,Corporate
KH-165104,Keith Herrera,Consumer
AS-102254,Alan Schoenberger,Corporate
DM-133454,Denise Monton,Corporate
EP-139154,Emily Phan,Consumer
TT-214604,Tonja Turnell,Home Office
GZ-144704,Gary Zandusky,Consumer
KH-166904,Kristen Hastings,Corporate
NM-184454,Nathan Mautz,Home Office
DS-130304,Darrin Sayre,Home Office
RD-197204,Roger Demir,Consumer
BD-116054,Brian Dahlen,Consumer
HH-150104,Hilary Holden,Corporate
HH-150104,Hilary Holden,Corporate
ES-140204,Erica Smith,Consumer
HF-149954,Herbert Flentye,Consumer
HF-149954,Herbert Flentye,Consumer
RP-192704,Rachel Payne,Corporate
JP-155204,Jeremy Pistek,Consumer
JP-155204,Jeremy Pistek,Consumer
TS-212054,Thomas Seio,Corporate
GR-145604,Georgia Rosenberg,Corporate
SC-206804,Steve Carroll,Home Office
LS-169754,Lindsay Shagiari,Home Office
EH-140054,Erica Hernandez,Home Office
CK-127604,Cyma Kinney,Corporate
JF-154904,Jeremy Farry,Consumer
AJ-107954,Anthony Johnson,Corporate
GA-145154,George Ashbrook,Consumer
CS-125054,Cindy Stewart,Consumer
CS-125054,Cindy Stewart,Consumer
NZ-185654,Nick Zandusky,Home Office
NZ-185654,Nick Zandusky,Home Office
NZ-185654,Nick Zandusky,Home Office
RH-195104,Rick Huthwaite,Home Office
RH-195104,Rick Huthwaite,Home Office
DJ-134204,Denny Joy,Corporate
NB-186554,Nona Balk,Corporate
GT-147104,Greg Tran,Consumer
EB-139304,Eric Barreto,Consumer
KC-162554,Karen Carlisle,Corporate
RD-199004,Ruben Dartt,Consumer
GM-146954,Greg Maxwell,Corporate
GM-146954,Greg Maxwell,Corporate
DW-135854,Dorothy Wardle,Corporate
AS-102854,Alejandro Savely,Corporate
CC-124304,Chuck Clark,Home Office
MK-181604,Mike Kennedy,Consumer
MK-181604,Mike Kennedy,Consumer
KT-164654,Kean Takahito,Consumer
SP-206204,Stefania Perrino,Corporate
SN-205604,Skye Norling,Home Office
FC-142454,Frank Carlisle,Home Office
AH-101204,Adrian Hane,Home Office
AH-101204,Adrian Hane,Home Office
AD-101804,Alan Dominguez,Home Office
MK-181604,Mike Kennedy,Consumer
LW-169904,Lindsay Williams,Corporate
TS-216104,Troy Staebel,Consumer
GA-145154,George Ashbrook,Consumer
SH-199754,Sally Hughsby,Corporate
DB-136154,Doug Bickford,Consumer
NK-184904,Neil Knudson,Home Office
RA-198854,Ruben Ausman,Corporate
MP-181754,Mike Pelletier,Home Office
JK-152054,Jamie Kunitz,Consumer
PG-188954,Paul Gonzalez,Consumer
FM-142904,Frank Merwin,Home Office
FM-142904,Frank Merwin,Home Office
FM-142904,Frank Merwin,Home Office
PR-188804,Patrick Ryan,Consumer
LW-169904,Lindsay Williams,Corporate
VW-217754,Victoria Wilson,Corporate
VW-217754,Victoria Wilson,Corporate
TC-215354,Tracy Collins,Home Office
KH-165104,Keith Herrera,Consumer
KH-165104,Keith Herrera,Consumer
KH-165104,Keith Herrera,Consumer
DM-133454,Denise Monton,Corporate
EP-139154,Emily Phan,Consumer
EP-139154,Emily Phan,Consumer
LC-171404,Logan Currie,Consumer
EJ-137204,Ed Jacobs,Consumer
EJ-137204,Ed Jacobs,Consumer
CD-127904,Cynthia Delaney,Home Office
DB-132704,Deborah Brumfield,Home Office
BT-115304,Bradley Talbott,Home Office
MH-177854,Maya Herman,Corporate
CC-121454,Charles Crestani,Consumer
CC-121454,Charles Crestani,Consumer
LR-169154,Lena Radford,Consumer
ED-138854,Emily Ducich,Home Office
HG-149654,Henry Goldwyn,Corporate
KF-162854,Karen Ferguson,Home Office
TH-211004,Thea Hendricks,Consumer
RD-199004,Ruben Dartt,Consumer
RD-199004,Ruben Dartt,Consumer
AS-100904,Adam Shillingsburg,Consumer
CK-125954,Clytie Kelty,Consumer
JD-161504,Justin Deggeller,Corporate
RB-194354,Richard Bierner,Consumer
RB-194354,Richard Bierner,Consumer
BW-111104,Bart Watters,Corporate
BG-117404,Bruce Geld,Consumer
PF-191654,Philip Fox,Consumer
PF-191654,Philip Fox,Consumer
PF-191654,Philip Fox,Consumer
SB-202904,Sean Braxton,Corporate
CM-121904,Charlotte Melton,Consumer
BS-118004,Bryan Spruell,Home Office
BS-118004,Bryan Spruell,Home Office
JF-153554,Jay Fein,Consumer
JF-153554,Jay Fein,Consumer
MZ-173354,Maria Zettner,Home Office
JG-158054,John Grady,Corporate
BS-116654,Brian Stugart,Consumer
BS-116654,Brian Stugart,Consumer
BS-116654,Brian Stugart,Consumer
CS-122504,Chris Selesnick,Corporate
NP-183254,Naresj Patel,Consumer
DK-133754,Dennis Kane,Consumer
RA-192854,Ralph Arnett,Consumer
RA-192854,Ralph Arnett,Consumer
FP-143204,Frank Preis,Consumer
FP-143204,Frank Preis,Consumer
AZ-107504,Annie Zypern,Consumer
AZ-107504,Annie Zypern,Consumer
MG-178904,Michael Granlund,Home Office
JK-161204,Julie Kriz,Home Office
IG-150854,Ivan Gibson,Consumer
MJ-177404,Max Jones,Consumer
MJ-177404,Max Jones,Consumer
KC-165404,Kelly Collister,Consumer
JW-152204,Jane Waco,Corporate
DV-130454,Darrin Van Huff,Corporate
DV-130454,Darrin Van Huff,Corporate
JE-157454,Joel Eaton,Consumer
IM-150704,Irene Maddox,Consumer
DS-131804,David Smith,Corporate
KA-165254,Kelly Andreada,Consumer
OT-187304,Olvera Toch,Consumer
SW-204554,Shaun Weien,Consumer
CS-122504,Chris Selesnick,Corporate
AJ-109604,Astrea Jones,Consumer
AA-106454,Anna Andreadi,Consumer
SW-202754,Scott Williamson,Consumer
EP-139154,Emily Phan,Consumer
TC-212954,Toby Carlisle,Consumer
NP-183254,Naresj Patel,Consumer
MP-181754,Mike Pelletier,Home Office
RB-194354,Richard Bierner,Consumer
DK-132254,Dean Katz,Corporate
SC-200504,Sample Company A,Home Office
CS-125054,Cindy Stewart,Consumer
KM-167204,Kunst Miller,Consumer
EH-137654,Edward Hooks,Corporate
BT-113054,Beth Thompson,Home Office
GM-146804,Greg Matthias,Consumer
JD-158954,Jonathan Doherty,Corporate
JD-158954,Jonathan Doherty,Corporate
TM-210104,Tamara Manning,Consumer
LT-167654,Larry Tron,Consumer
LR-170354,Lisa Ryan,Corporate
NR-185504,Nick Radford,Consumer
FA-142304,Frank Atkinson,Corporate
SE-201104,Sanjit Engle,Consumer
SE-201104,Sanjit Engle,Consumer
DF-131354,David Flashing,Consumer
TN-210404,Tanja Norvell,Home Office
HA-149204,Helen Andreada,Consumer
AS-102404,Alan Shonely,Consumer
TH-212354,Tiffany House,Corporate
AH-100754,Adam Hart,Corporate
LW-168254,Laurel Workman,Corporate
LS-172004,Luke Schmidt,Corporate
LH-171554,Logan Haushalter,Consumer
KM-166604,Khloe Miller,Consumer
CD-127904,Cynthia Delaney,Home Office
CD-127904,Cynthia Delaney,Home Office
CD-127904,Cynthia Delaney,Home Office
MD-173504,Maribeth Dona,Consumer
MD-173504,Maribeth Dona,Consumer
AI-108554,Arianne Irving,Consumer
GT-147554,Guy Thornton,Consumer
GA-147254,Guy Armstrong,Consumer
BK-112604,Berenike Kampe,Consumer
BK-112604,Berenike Kampe,Consumer
NC-184154,Nathan Cano,Consumer
SP-206504,Stephanie Phelps,Corporate
CS-123554,Christine Sundaresam,Consumer
BP-110954,Bart Pistole,Corporate
ON-187154,Odella Nelson,Corporate
RE-194504,Richard Eichhorn,Consumer
RA-199454,Ryan Akin,Consumer
HA-149204,Helen Andreada,Consumer
NM-185204,Neoma Murray,Consumer
SC-207254,Steven Cartwright,Consumer
SC-207254,Steven Cartwright,Consumer
TG-216404,Trudy Glocke,Consumer
KN-163904,Katherine Nockton,Corporate
MY-173804,Maribeth Yedwab,Corporate
SG-200804,Sandra Glassco,Consumer
SG-200804,Sandra Glassco,Consumer
